query,prompt,style,persona
"area:
  type: area
  value: Presidente Dutra, Brazil
entities:
- id: 0
  is_area: true
  name: emergency escape ramp
  type: nwr
- id: 1
  is_area: true
  name: power plant
  properties:
  - name: hedge
  - name: house number
    operator: '='
    value: '7683'
  - name: wall
  type: nwr
- id: 2
  is_area: false
  name: public phone
  type: nwr
- id: 3
  is_area: true
  name: railroad tracks
  properties:
  - name: brand
    operator: '~'
    value: Marshall Formby Memorial Highway
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 1000 m
- source: 1
  target: 2
  type: dist
  value: 35300 mi
- source: 2
  target: 3
  type: dist
  value: 700 in
","Act as a expert fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request like someone in a hurry.
The sentence must use all of the following search criteria:
Search area: Presidente Dutra, Brazil
Obj. 0: emergency escape ramp
Obj. 1: power plant, hedge, house number: 7683, wall
Obj. 2: public phone
Obj. 3: railroad tracks, brand:  ""Marshall Formby Memorial Highway""
Distances:
Use this term to describe the spatial relation between Obj. 0 and 1 similar to (similar to ""X is _ Y""): on the edge
Obj. 1 is thirty-five thousand, three hundred mi from Obj. 2
Obj. 2 is at max seven hundred inches away from Obj. 3",like someone in a hurry,expert fact checker
"area:
  type: area
  value: Bubong, Philippines
entities:
- id: 0
  is_area: true
  name: coal-fired power plant
  properties:
  - name: manufacturing zone
  - name: brand name
    operator: '~'
    value: hoot money hub. ATM
  - name: building number
    operator: '='
    value: '15909'
  - name: fence
  type: nwr
- id: 1
  is_area: false
  name: mobile phone shop
  type: nwr
- id: 2
  is_area: true
  name: bicycle route
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 401.49 km
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The sentence must use all of the following search criteria:
Search area: Bubong, Philippines
Obj. 0: coal-fired power plant, manufacturing zone, brand name: begins with the letters ""hoot money hub. ATM"", building number: 15909, fence
Obj. 1: mobile phone shop
Obj. 2: bicycle route
Distances:
Obj. 1 is within Obj. 0
Obj. 2 is 401.49 kilometers away from Obj. 1",as a chain of thoughts split into multiple sentences,hobby fact checker
"area:
  type: area
  value: Ballerup Kommune
entities:
- id: 0
  is_area: true
  name: pickleball court
  type: nwr
- id: 1
  is_area: false
  name: public handrail
  type: nwr
- id: 2
  is_area: false
  name: siren
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 150 m
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
The user is searching for a corner that fulfills the following search criteria:
Search area: Ballerup Kommune
Obj. 0: pickleball court
Obj. 1: public handrail
Obj. 2: siren
Distances:
Obj. 1 is within Obj. 0
Use this term to describe the spatial relation between Obj. 2 and 1 similar to (similar to ""X is _ Y""): close to",in perfect grammar and clear wording,political journalist
"area:
  type: area
  value: Guanaja
entities:
- id: 0
  is_area: true
  name: bus route
  type: nwr
- id: 1
  is_area: false
  name: military trench
  type: nwr
- id: 2
  is_area: true
  name: hangar
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 37200 cm
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The user is searching for a corner that fulfills the following search criteria:
Search area: Guanaja
Obj. 0: bus route
Obj. 1: military trench
Obj. 2: hangar
Distances:
Obj. 1 is within Obj. 0
Obj. 2 is less than thirty-seven thousand, two hundred cm from Obj. 1",with very elaborate wording,human rights abuse monitoring OSINT Expert
"area:
  type: area
  value: Maharashtra
entities:
- id: 0
  is_area: true
  name: sinkhole
  type: nwr
- id: 1
  is_area: false
  name: fabric shop
  type: nwr
- id: 2
  is_area: false
  name: charging station
  properties:
  - name: trolleybus station
  type: nwr
- id: 3
  is_area: false
  name: side chapel
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 0
  target: 2
  type: contains
- source: 3
  target: 1
  type: dist
  value: 100 m
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The sentence must use all of the following search criteria:
Search area: Maharashtra
Obj. 0: sinkhole
Obj. 1: fabric shop
Obj. 2: charging station, trolleybus station
Obj. 3: side chapel
Distances:
Obj. 1 is inside Obj. 0
Obj. 2 is inside Obj. 0
Use this term to describe the spatial relation between Obj. 3 and 1 similar to (similar to ""X is _ Y""): near",in simple language,political journalist
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: false
  name: electronics shop
  type: nwr
- id: 1
  is_area: false
  name: pumping station
  properties:
  - name: fence
  type: nwr
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The user is searching for an area that fulfills the following search criteria:
Obj. 0: electronics shop
Obj. 1: pumping station, fence
",as a chain of thoughts split into multiple sentences,human rights abuse monitoring OSINT Expert
"area:
  type: area
  value: Comuna Bertea, Romania
entities:
- id: 0
  is_area: false
  name: car rental
  type: nwr
- id: 1
  is_area: false
  name: casino
  type: nwr
- id: 2
  is_area: true
  name: parking complex
  type: nwr
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
The user is searching for a corner that fulfills the following search criteria:
Search area: Comuna Bertea, Romania
Obj. 0: car rental
Obj. 1: casino
Obj. 2: parking complex
",in perfect grammar and clear wording,OSINT beginner
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: false
  name: production plant
  type: nwr
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The user is searching for a location that fulfills the following search criteria:
Obj. 0: production plant
",in simple language,legal professional
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: false
  name: bus guideway
  type: nwr
- id: 1
  is_area: false
  name: stadium lighting
  type: nwr
- id: 2
  is_area: false
  name: cattle guard
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 39.39 yd
- source: 1
  target: 2
  type: dist
  value: 1000 m
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The sentence must use all of the following search criteria:
Obj. 0: bus guideway
Obj. 1: stadium lighting
Obj. 2: cattle guard
Distances:
Obj. 0 is 39.39 yd from Obj. 1
Use this term to describe the spatial relation between Obj. 1 and 2 similar to (similar to ""X is _ Y""): on the edge",with very elaborate wording,political journalist
"area:
  type: area
  value: ""W\u0142adys\u0142aw\xF3w, Greater Poland Voivodeship, Poland""
entities:
- id: 0
  is_area: true
  name: masjid
  type: nwr
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request sloppy and quick, with spelling mistakes.
The user is searching for a crossing that fulfills the following search criteria:
Search area: Władysławów, Greater Poland Voivodeship, Poland
Obj. 0: masjid
","sloppy and quick, with spelling mistakes",OSINT beginner
"area:
  type: area
  value: Amphoe Si Thep, Thailand
entities:
- id: 0
  is_area: true
  name: quay
  properties:
  - name: moving sidewalk
  type: nwr
- id: 1
  is_area: false
  name: viewpoint
  type: nwr
- id: 2
  is_area: true
  name: tidal power plant
  properties:
  - name: wall
  - name: house number
    operator: '='
    value: '12773'
  - name: manufacturing zone
  - name: brand
    operator: '~'
    value: Capriccio Studios
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 45 in
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The user is searching for a place that fulfills the following search criteria:
Search area: Amphoe Si Thep, Thailand
Obj. 0: quay, moving sidewalk
Obj. 1: viewpoint
Obj. 2: tidal power plant, wall, house number: 12773, manufacturing zone, brand:  ""Capriccio Studios""
Distances:
Obj. 1 is in Obj. 0
Obj. 2 is more or less 45 in away from Obj. 1",in simple language,human rights abuse monitoring OSINT Expert
"area:
  type: area
  value: ""Colonia \xC1lvaro Obreg\xF3n, San Luis Potos\xED, Mexico""
entities:
- id: 0
  is_area: true
  name: glacier
  type: nwr
- id: 1
  is_area: false
  name: train platform
  properties:
  - name: transit shelter
  - name: overpass
  - name: station
  type: nwr
- id: 2
  is_area: false
  name: alcohol shop
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 150 m
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The user is searching for a street that fulfills the following search criteria:
Search area: Colonia Álvaro Obregón, San Luis Potosí, Mexico
Obj. 0: glacier
Obj. 1: train platform, transit shelter, overpass, station
Obj. 2: alcohol shop
Distances:
Obj. 1 is within Obj. 0
Use this term to describe the spatial relation between Obj. 2 and 1 similar to (similar to ""X is _ Y""): opposite from",as a chain of thoughts split into multiple sentences,political journalist
